ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
17790,20000,1,2,2,27,-1,2,-1,-1,-1,-1,780,390,390,0,780,0,0,390,0,780,0,0,0
13077,130000,1,1,2,27,0,0,0,0,0,0,87685,89577,91199,89446,91336,84756,3300,3130,3100,3200,3100,3100,0
22091,320000,2,2,1,28,0,0,2,0,0,0,320635,313060,293055,269585,248093,239025,12500,22,11155,9100,8700,9183,1
28575,180000,2,1,2,30,1,-1,0,0,-1,-1,0,3095,7843,13084,926,711,3095,5000,6022,2566,711,2419,0
20570,20000,1,2,1,27,-1,-1,-1,-1,-1,-1,690,665,1164,1523,1228,500,665,1164,1523,1228,500,0,0
17892,100000,1,2,2,29,2,0,0,0,0,2,43531,45103,45779,46912,49715,48791,2600,2200,2200,3900,0,6100,1
16839,30000,1,2,2,43,2,2,2,2,2,2,14697,17332,16770,18483,17888,19097,3200,0,2300,0,1500,0,1
6554,170000,1,3,1,43,-1,-1,-1,-1,-2,-2,19247,1230,2910,0,0,0,1230,2910,0,0,0,0,0
19639,340000,2,4,2,29,0,0,0,0,0,0,262621,167331,169625,104501,102700,103824,24298,7068,8015,10053,15000,9507,0
18296,360000,1,3,2,54,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2878,160000,2,2,2,23,0,0,2,2,0,0,122339,137278,136572,95115,96847,101443,18518,3358,0,3200,8000,4366,0
2984,360000,2,1,2,37,-1,-1,-1,-1,-1,-1,3355,5865,3300,6290,8220,28410,5865,3300,6290,8220,28410,4845,0
17412,20000,2,3,1,38,0,0,0,0,0,0,15894,15354,14786,16457,15423,14837,1225,1329,2000,2000,700,1500,0
15164,30000,2,2,2,22,-1,0,0,0,0,0,2006,3116,28844,25317,25885,25165,1157,25885,1500,2170,1000,1000,0
2155,50000,2,2,2,25,0,0,0,0,0,0,23529,27889,22800,21930,23183,17613,4820,1500,1000,2000,1000,500,0
18702,250000,2,2,2,25,0,0,0,0,0,3,25823,26114,27446,28371,4715,4358,1500,1575,1500,1000,0,0,0
7669,440000,2,2,2,34,-2,-2,-2,-2,-2,-2,0,200,751,2674,317,565,200,751,2700,320,570,0,0
15245,80000,2,2,1,37,-1,0,0,2,2,2,28652,29869,33071,33531,34184,33503,2000,4000,1300,1500,0,1300,0
16859,160000,1,1,1,47,1,2,2,2,2,3,58706,57384,59875,61518,65152,64074,0,3200,3000,5000,0,3000,1
13963,30000,2,3,1,54,2,2,2,0,0,2,23498,26400,25682,26155,27972,27374,3600,0,1200,2400,0,2300,1
219,110000,2,3,0,31,0,0,0,0,0,0,89989,84229,79288,73315,63818,63208,4000,5000,3000,3000,3000,8954,0
23289,160000,2,3,1,34,-2,-2,-2,-2,-2,-2,717,594,1217,697,650,691,597,1223,700,653,691,17,0
2215,50000,1,3,2,41,0,0,2,0,0,0,22358,23257,23192,24073,21759,21959,1900,1000,1500,891,1000,700,0
6582,240000,1,3,1,40,2,3,3,2,2,2,213732,217347,217329,211132,219202,223434,8500,5000,0,16000,8000,0,1
27604,100000,2,2,2,28,0,0,0,0,0,0,50697,51813,53416,32422,33177,42560,1959,2545,1513,1268,10000,10000,0
19378,50000,2,2,2,41,0,0,0,0,-2,-2,43885,45408,36025,0,0,0,2408,2025,0,0,0,0,1
7541,210000,2,2,2,33,0,0,0,0,0,0,19951,21620,23251,24358,25805,27168,2000,2000,1500,2000,1800,1500,0
14978,200000,1,1,1,29,-1,-1,-1,-1,-1,-1,9585,1686,820,1889,6617,3986,1735,824,1889,6617,3986,2460,0
10130,70000,2,1,1,25,1,-2,-2,-1,2,-1,0,0,0,398,248,3408,0,0,398,0,3408,1067,0
5707,350000,2,1,3,48,-1,-1,-1,-1,-1,-1,181212,6021,154505,19653,26963,55533,6046,157181,19751,27070,55613,11811,0
5955,200000,1,2,2,26,0,0,0,0,0,0,103194,107027,107765,109970,113436,115402,5500,4000,4000,5242,5000,4400,0
540,110000,2,2,1,40,1,2,2,2,2,2,92638,90905,95768,97004,99005,101213,600,7300,3700,3700,4000,3800,0
21665,50000,2,1,2,22,0,0,0,0,0,0,49772,50537,49556,49902,38391,29427,1778,2110,1456,1360,1057,1069,0
21569,80000,2,1,2,25,2,0,0,0,0,0,69614,68836,69714,57318,46921,41072,3238,3103,3000,1800,1500,1700,1
28983,240000,2,1,2,33,0,0,0,0,0,0,99938,92104,85194,83021,78556,78495,3500,4200,3600,3000,3000,3000,0
7429,130000,2,1,2,32,0,0,0,0,0,0,126080,129104,130745,127344,127809,119976,7000,8000,5000,4500,4500,5000,0
20727,60000,1,2,1,41,0,0,2,-1,-1,-1,27130,32932,31938,1236,720,16884,6300,0,1236,720,17000,0,1
4183,80000,1,2,2,28,0,0,0,0,0,0,49302,35916,25528,26034,26615,28173,1412,1425,931,1000,2000,2000,0
18703,130000,2,1,2,27,0,0,0,-1,0,0,58811,44572,10348,104698,88251,90189,1500,2753,110094,3002,3200,3100,0
15416,170000,2,1,1,52,-2,-1,0,0,-1,-1,416,2939,5447,416,7509,6387,2939,3000,5,7509,6387,1666,0
12156,50000,1,1,2,25,-1,3,2,0,0,-1,1304,978,652,326,0,1454,0,0,0,0,1454,0,1
581,30000,1,2,2,28,1,-1,-1,-2,-2,-2,0,780,0,0,0,0,780,0,0,0,0,0,1
2170,230000,2,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
24421,500000,1,2,1,38,-1,-1,-1,-1,0,-1,6178,825,2122,34159,3340,24752,829,2133,34313,17,24875,839,0
252,30000,1,2,2,28,0,0,0,0,0,0,29242,29507,29155,25255,22001,0,5006,1244,851,955,0,0,0
15694,360000,1,1,2,29,0,0,0,0,0,0,109997,205119,209680,213527,174907,126309,100000,8270,8423,6753,5139,5000,0
9973,300000,2,1,2,39,-1,-1,-2,-2,-2,-2,2019,-1,-1,-1,-1,-1,1,0,0,0,0,2774,1
16182,190000,2,3,1,37,-1,-1,-1,0,0,0,752,1302,18666,19623,21268,23038,1302,18666,2000,3000,3000,1200,1
11491,500000,2,2,1,37,0,0,0,0,0,0,71455,79079,73583,79481,115741,168319,10004,10104,10000,40000,10000,10000,0
9146,110000,2,4,1,37,0,0,0,0,0,0,70204,69876,69584,59666,60916,61423,2745,2800,2200,2200,2207,3003,0
29433,130000,1,2,2,30,-1,2,2,2,-1,-1,780,780,390,0,780,0,390,0,0,780,0,0,0
25792,360000,2,2,1,45,0,0,0,0,0,0,222505,199464,182886,109556,111286,90580,8000,7565,4100,4027,3445,2000,0
5773,20000,2,1,2,22,-2,-2,-2,-2,-2,-1,-9,-9,904,304,0,302,0,913,304,0,302,7676,0
26748,50000,1,1,2,29,-1,-1,-1,-1,-1,-1,2159,1956,5592,10676,671,9826,1961,5608,11906,673,9855,7627,1
2327,80000,2,2,2,40,0,0,0,0,0,0,33918,50878,51787,52422,53608,50312,20000,2400,2000,2100,2500,2000,0
15432,150000,1,2,2,28,0,0,0,0,0,0,134218,118580,95916,82867,58995,59799,4465,10629,3500,1833,1886,1610,0
432,390000,2,1,2,27,0,0,0,0,0,0,304867,299998,300426,292869,292885,281826,13007,10612,10041,11000,10512,7000,1
10770,50000,2,2,1,42,0,0,0,0,0,0,49401,47828,48416,20098,20130,20158,2100,2000,702,718,730,632,0
2534,70000,2,2,2,23,0,0,0,0,0,0,22658,31647,24487,25125,26651,26125,9397,1487,1039,2073,1045,1231,0
2459,80000,2,2,2,25,1,2,2,2,2,2,28789,31026,31401,31986,32468,31794,2998,1183,1400,1139,0,1178,0
19188,300000,2,2,1,45,0,0,0,0,0,0,343205,335000,322462,312973,262255,251413,12429,11254,10956,8587,8638,9284,0
27237,90000,1,2,1,39,0,0,0,0,0,0,88081,83960,84963,56089,57355,58394,3244,2600,2037,2200,2110,7000,1
22293,70000,2,1,2,29,0,0,0,0,0,0,61217,62601,63990,64355,56195,43803,3000,3000,3000,1900,1600,2600,0
11214,120000,1,2,2,34,-2,-2,-2,-1,-1,-1,67,0,0,222,836,1259,0,0,222,836,1259,2797,0
507,500000,2,2,2,43,-1,-1,-1,0,0,-1,3959,0,285138,249445,222831,200,0,285138,4989,100,200,528666,0
23114,180000,2,2,1,31,0,0,0,0,0,0,115400,26721,8581,2475,2654,2676,2006,1407,1000,1000,1000,1107,0
18781,400000,2,1,2,29,-1,-1,-2,-2,-2,-2,1158,95,0,0,0,0,95,0,0,0,0,0,0
19084,70000,2,3,2,32,2,2,2,0,0,2,23741,26021,24419,23541,10576,6985,4000,0,2000,1000,0,4000,1
17896,20000,1,1,2,28,0,0,0,0,2,2,3202,4978,7720,9907,9627,11500,2000,3000,2500,0,2000,5,0
19008,230000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,0,846,846,0,846,0,846,846,0,846,500,0
19692,30000,2,2,2,33,-2,-2,-2,-2,-2,-2,498,4831,477,8560,1550,955,4831,477,8561,1550,955,570,0
27095,190000,1,3,2,35,0,0,0,0,0,0,170928,170290,175630,171572,161319,151119,6500,8031,7510,5500,6000,5500,0
23181,200000,2,1,2,35,-2,-2,-2,-2,-2,-2,441,0,3514,4042,8606,1870,0,3514,4042,8606,1870,10332,0
12628,340000,2,2,2,32,-2,-2,-2,-2,-2,-2,0,0,2500,2500,0,0,0,5000,0,0,0,0,1
3836,400000,2,1,2,30,-1,-1,-1,-1,-1,-1,14013,5422,15941,5776,5448,15435,5460,16020,5805,5475,5634,6182,0
1332,50000,2,2,2,28,0,0,0,0,0,0,48072,49518,49500,19600,20000,0,2518,1500,500,400,0,0,0
21468,230000,2,1,2,26,0,0,0,0,0,0,166511,159766,142435,136502,122572,110839,6722,6500,6020,4056,4000,4500,0
23830,240000,2,3,1,50,0,0,0,0,0,0,242152,237635,242191,212879,185490,188850,8000,8000,7000,6000,6000,7000,0
2543,100000,1,1,2,28,0,0,0,0,0,0,72970,100360,91329,76840,77455,79472,30000,4094,2900,2850,3300,3123,0
28614,240000,2,1,1,40,1,-1,-1,-1,-1,-1,0,9965,4100,4100,4100,4100,9965,4100,4100,4100,4100,4732,0
21997,160000,2,1,2,27,-2,-2,-2,-2,-2,-2,1040,1188,1276,372,372,372,1320,1276,372,372,372,372,0
11901,210000,1,2,2,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
25874,60000,2,2,3,39,1,1,-2,-2,-2,-2,58574,-1540,-1930,-2320,-1220,0,0,0,0,2000,2000,0,1
26227,100000,2,2,1,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15807,100000,2,1,2,27,0,0,0,0,0,0,81152,81912,83231,62421,63814,65164,3000,2700,2270,2433,2530,2400,0
9557,280000,1,2,2,29,0,0,0,2,2,0,255317,259137,276794,281455,276403,234607,9439,22000,10694,0,8475,9266,1
7569,30000,1,2,2,30,2,2,2,2,2,2,20732,21451,20808,21761,22762,23139,1347,0,1300,1500,900,0,1
3509,210000,2,1,2,33,-1,2,2,-1,-1,-1,970,2273,1303,5385,1814,0,1303,3,5387,1814,0,0,0
8836,430000,2,2,1,32,-2,-2,-1,2,0,0,-15308,-33350,95740,77875,62675,48764,8,145740,7,2500,2021,2000,0
18786,210000,2,1,2,27,0,0,0,0,0,0,16186,16914,18288,19301,19383,19940,1300,1650,1620,700,870,880,0
29858,50000,1,2,1,47,0,0,0,0,0,0,11325,12335,13431,14439,14602,14918,1504,1600,1537,700,700,600,0
23589,360000,2,5,1,39,-1,-1,-1,-1,0,-1,3102,552,31029,7731,1154,799,552,31051,7731,0,799,3238,0
28269,120000,2,2,1,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
5846,60000,2,2,1,59,4,4,5,4,3,2,56998,59111,59595,58079,56892,55826,3601,2000,0,0,0,4000,0
26478,80000,2,3,1,65,0,0,0,0,0,0,82074,80260,82116,80299,81416,81617,3470,3750,3520,3069,3271,3262,0
24200,220000,1,3,1,30,2,-1,-1,-1,-1,-1,780,390,0,780,0,780,390,0,780,0,780,390,1
28882,60000,2,3,1,39,1,2,0,0,2,0,31011,29565,31123,34134,23552,24020,0,3000,3638,0,1000,3000,0
4847,20000,2,2,2,22,0,0,0,0,0,0,17958,18499,19762,19807,19830,20347,1329,1592,637,700,827,357,0
4987,260000,2,2,2,29,-2,-2,-1,0,0,-1,-5,-5,9571,7235,0,197,0,9576,29,0,197,568,0
23401,210000,2,1,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
